UTemporal,estacion0,estacion1,estacion2,estacion3,estacion4,estacion5,estacion6,estacion7,estacion8,estacion9,estacion10,estacion11,estacion12,estacion13,estacion14,estacion15,estacion16,estacion17,estacion18,estacion19,estacion20,estacion21,estacion22,estacion23,estacion24,estacion25,estacion26,estacion27,estacion28,estacion29,estacion30,estacion31,estacion32,estacion33,estacion34,estacion35,estacion36,estacion37,estacion38,estacion39,estacion40,estacion41,estacion42,estacion43,estacion44,estacion45,estacion46,estacion47,estacion48,estacion49,estacion50,estacion51,estacion52,estacion53,estacion54,estacion55,estacion56,estacion57,estacion58,estacion59,estacion60,estacion61,estacion62,estacion63,estacion64,estacion65,estacion66,estacion67,estacion68,estacion69,estacion70,estacion71,estacion72,estacion73,estacion74,estacion75,estacion76,estacion77,estacion78,estacion79,estacion80,estacion81,estacion82,estacion83,estacion84,estacion85,estacion86,estacion87,estacion88,estacion89,estacion90,estacion91,estacion92,estacion93,estacion94,estacion95,estacion96,estacion97,estacion98,estacion99,estacion100,estacion101,estacion102,estacion103,estacion104,estacion105,estacion106,estacion107,estacion108,estacion109,estacion110,estacion111,estacion112,estacion113,estacion114,estacion115,estacion116,estacion117,estacion118,estacion119,estacion120,estacion121,estacion122,estacion123,estacion124,estacion125,estacion126,estacion127,estacion128,estacion129,estacion130,estacion131,estacion132,estacion133,estacion134,estacion135,estacion136,estacion137,estacion138,estacion139,estacion140,estacion141,estacion142,estacion143,estacion144,estacion145,estacion146,estacion147,estacion148,estacion149,estacion150,estacion151,estacion152,estacion153,estacion154,estacion155,estacion156,estacion157,estacion158,estacion159,estacion160,estacion161,estacion162,estacion163,estacion164,estacion165,estacion166,estacion167,estacion168,estacion169,estacion170,estacion171,estacion172,estacion173,estacion174,estacion175,estacion176,estacion177,estacion178,estacion179,estacion180,estacion181,estacion182,estacion183,estacion184,estacion185,estacion186,estacion187,estacion188,estacion189,estacion190,estacion191,estacion192,estacion193,estacion194,estacion195,estacion196,estacion197,estacion198,estacion199,estacion200,estacion201,estacion202,estacion203,estacion204,estacion205,estacion206,estacion207,estacion208,estacion209,estacion210,estacion211,estacion212,estacion213,estacion214,estacion215,estacion216,estacion217,estacion218,estacion219,estacion220,estacion221,estacion222,estacion223,estacion224,estacion225,estacion226,estacion227,estacion228,estacion229,estacion230,estacion231,estacion232,estacion233,estacion234,estacion235,estacion236,estacion237,estacion238,estacion239,estacion240,estacion241,estacion242,estacion243,estacion244,estacion245,estacion246,estacion247,estacion248,estacion249,estacion250,estacion251,estacion252,estacion253,estacion254,estacion255,estacion256,estacion257,estacion258,estacion259
10,34.0,14.0,72.0,38.0,77.0,28.0,50.0,0.0,39.0,4.0,8.0,22.0,58.0,20.0,44.0,13.0,28.0,7.0,5.0,23.0,19.0,25.0,22.0,16.0,37.0,18.0,84.0,52.0,41.0,7.0,31.0,28.0,29.0,44.0,10.0,17.0,53.0,37.0,48.0,30.0,78.0,51.0,25.0,59.0,30.0,15.0,36.0,41.0,36.0,51.0,50.0,67.0,39.0,46.0,25.0,41.0,15.0,62.0,41.0,71.0,30.0,26.0,8.0,34.0,84.0,8.0,1.0,49.0,13.0,1.0,5.0,34.0,34.0,5.0,57.0,85.0,19.0,16.0,29.0,21.0,14.0,45.0,63.0,50.0,57.0,29.0,48.0,6.0,19.0,56.0,28.0,48.0,21.0,11.0,78.0,34.0,15.0,63.0,29.0,17.0,48.0,15.0,60.0,76.0,51.0,61.0,55.0,19.0,48.0,38.0,25.0,12.0,45.0,25.0,15.0,46.0,39.0,7.0,22.0,10.0,61.0,33.0,41.0,1.0,23.0,58.0,38.0,44.0,29.0,37.0,53.0,54.0,56.0,23.0,10.0,21.0,24.0,60.0,47.0,7.0,69.0,74.0,22.0,35.0,43.0,48.0,52.0,7.0,44.0,5.0,14.0,58.0,45.0,20.0,18.0,46.0,15.0,35.0,49.0,41.0,50.0,81.0,72.0,76.0,18.0,40.0,63.0,37.0,47.0,22.0,33.0,53.0,46.0,2.0,33.0,50.0,29.0,38.0,45.0,30.0,29.0,34.0,23.0,39.0,17.0,23.0,50.0,32.0,64.0,51.0,42.0,8.0,3.0,36.0,60.0,1.0,42.0,31.0,47.0,26.0,22.0,19.0,48.0,3.0,11.0,60.0,32.0,36.0,30.0,28.0,10.0,28.0,4.0,48.0,25.0,4.0,37.0,9.0,41.0,45.0,25.0,26.0,40.0,61.0,32.0,39.0,65.0,32.0,51.0,26.0,32.0,65.0,5.0,52.0,12.0,40.0,86.0,46.0,5.0,25.0,49.0,32.0,40.0,25.0,29.0,43.0,44.0,37.0,33.0,45.0,55.0,53.0,33.0,31.0,37.0,52.0,26.0,30.0,46.0,12.0
11,33.0,25.0,67.0,32.0,62.0,20.0,48.0,0.0,31.0,10.0,6.0,31.0,45.0,22.0,36.0,15.0,40.0,3.0,5.0,18.0,14.0,42.0,34.0,18.0,11.0,12.0,53.0,38.0,38.0,9.0,39.0,34.0,39.0,32.0,11.0,16.0,65.0,36.0,51.0,26.0,55.0,56.0,22.0,56.0,35.0,31.0,36.0,35.0,30.0,41.0,61.0,59.0,28.0,50.0,19.0,24.0,23.0,57.0,47.0,66.0,40.0,27.0,4.0,51.0,50.0,7.0,0.0,54.0,26.0,0.0,10.0,39.0,20.0,5.0,55.0,65.0,14.0,6.0,37.0,14.0,13.0,55.0,59.0,52.0,61.0,27.0,52.0,6.0,20.0,52.0,36.0,57.0,27.0,25.0,83.0,45.0,16.0,51.0,38.0,16.0,54.0,16.0,63.0,64.0,37.0,45.0,43.0,18.0,46.0,25.0,24.0,11.0,57.0,15.0,8.0,44.0,37.0,0.0,16.0,9.0,84.0,9.0,35.0,0.0,16.0,46.0,31.0,21.0,21.0,40.0,38.0,49.0,44.0,25.0,11.0,29.0,18.0,42.0,23.0,3.0,61.0,58.0,11.0,26.0,31.0,45.0,34.0,2.0,25.0,3.0,20.0,51.0,42.0,21.0,15.0,50.0,15.0,25.0,55.0,43.0,35.0,59.0,48.0,69.0,39.0,49.0,49.0,35.0,35.0,11.0,33.0,32.0,36.0,4.0,33.0,42.0,34.0,39.0,62.0,23.0,32.0,31.0,28.0,76.0,17.0,24.0,39.0,35.0,64.0,38.0,42.0,7.0,3.0,45.0,57.0,6.0,33.0,23.0,54.0,31.0,27.0,6.0,45.0,3.0,10.0,29.0,45.0,40.0,22.0,25.0,7.0,20.0,4.0,41.0,19.0,8.0,45.0,2.0,42.0,34.0,25.0,36.0,49.0,48.0,56.0,33.0,47.0,33.0,39.0,15.0,40.0,60.0,9.0,44.0,3.0,58.0,59.0,33.0,6.0,34.0,37.0,55.0,35.0,18.0,37.0,40.0,31.0,27.0,24.0,42.0,49.0,53.0,40.0,27.0,28.0,56.0,26.0,20.0,31.0,15.0
12,31.0,14.0,47.0,25.0,53.0,19.0,45.0,0.0,28.0,3.0,1.0,13.0,40.0,11.0,39.0,11.0,23.0,1.0,6.0,18.0,5.0,34.0,23.0,28.0,0.0,16.0,65.0,34.0,25.0,6.0,31.0,24.0,20.0,25.0,8.0,22.0,56.0,28.0,37.0,17.0,51.0,47.0,24.0,31.0,28.0,29.0,22.0,37.0,26.0,40.0,42.0,32.0,33.0,42.0,17.0,19.0,7.0,34.0,28.0,35.0,25.0,38.0,5.0,20.0,49.0,3.0,0.0,39.0,18.0,0.0,0.0,35.0,10.0,0.0,32.0,66.0,17.0,0.0,37.0,7.0,20.0,57.0,47.0,32.0,51.0,21.0,47.0,4.0,11.0,56.0,20.0,67.0,16.0,15.0,73.0,25.0,10.0,42.0,20.0,12.0,29.0,7.0,71.0,94.0,35.0,37.0,35.0,29.0,27.0,25.0,25.0,10.0,46.0,19.0,17.0,40.0,37.0,5.0,23.0,0.0,71.0,0.0,29.0,0.0,25.0,24.0,26.0,4.0,28.0,23.0,35.0,43.0,32.0,26.0,24.0,39.0,12.0,30.0,11.0,0.0,41.0,35.0,18.0,34.0,19.0,49.0,28.0,2.0,0.0,5.0,14.0,49.0,33.0,15.0,7.0,37.0,12.0,28.0,36.0,26.0,14.0,35.0,33.0,51.0,31.0,36.0,42.0,19.0,27.0,18.0,24.0,37.0,28.0,4.0,39.0,35.0,44.0,23.0,54.0,27.0,25.0,32.0,13.0,46.0,8.0,18.0,28.0,24.0,52.0,29.0,26.0,12.0,5.0,22.0,39.0,10.0,24.0,38.0,35.0,16.0,21.0,1.0,38.0,2.0,6.0,19.0,32.0,30.0,30.0,27.0,20.0,20.0,0.0,42.0,13.0,2.0,22.0,0.0,51.0,33.0,21.0,19.0,31.0,26.0,45.0,31.0,29.0,18.0,25.0,20.0,19.0,52.0,9.0,35.0,6.0,37.0,67.0,24.0,3.0,19.0,36.0,35.0,20.0,21.0,36.0,25.0,0.0,26.0,27.0,43.0,38.0,39.0,29.0,25.0,15.0,45.0,16.0,13.0,47.0,9.0
13,29.0,6.0,57.0,30.0,55.0,11.0,36.0,0.0,33.0,4.0,2.0,20.0,26.0,12.0,35.0,9.0,22.0,0.0,3.0,7.0,13.0,16.0,16.0,21.0,19.0,6.0,80.0,24.0,32.0,2.0,14.0,29.0,21.0,35.0,7.0,6.0,72.0,15.0,26.0,21.0,36.0,43.0,14.0,31.0,19.0,21.0,17.0,53.0,39.0,33.0,30.0,34.0,24.0,33.0,22.0,12.0,16.0,48.0,26.0,42.0,29.0,32.0,3.0,23.0,47.0,7.0,1.0,38.0,16.0,2.0,0.0,25.0,23.0,3.0,45.0,95.0,6.0,0.0,23.0,5.0,10.0,46.0,39.0,32.0,49.0,4.0,58.0,2.0,5.0,55.0,23.0,52.0,22.0,9.0,71.0,26.0,9.0,42.0,22.0,12.0,51.0,3.0,49.0,48.0,28.0,55.0,26.0,19.0,23.0,20.0,16.0,5.0,49.0,12.0,10.0,44.0,25.0,6.0,11.0,6.0,52.0,15.0,30.0,0.0,21.0,41.0,27.0,27.0,14.0,28.0,30.0,40.0,39.0,12.0,6.0,25.0,9.0,32.0,16.0,0.0,37.0,50.0,22.0,20.0,26.0,48.0,22.0,3.0,0.0,16.0,6.0,42.0,40.0,5.0,15.0,31.0,13.0,18.0,27.0,29.0,26.0,31.0,36.0,55.0,20.0,39.0,33.0,32.0,16.0,12.0,24.0,23.0,12.0,7.0,14.0,29.0,38.0,12.0,34.0,25.0,19.0,21.0,20.0,47.0,11.0,15.0,38.0,26.0,42.0,32.0,9.0,5.0,2.0,28.0,24.0,2.0,16.0,14.0,35.0,13.0,28.0,13.0,33.0,3.0,16.0,34.0,24.0,22.0,17.0,21.0,14.0,17.0,1.0,33.0,14.0,1.0,20.0,4.0,38.0,29.0,23.0,24.0,44.0,22.0,49.0,20.0,5.0,15.0,28.0,16.0,23.0,47.0,4.0,41.0,8.0,32.0,54.0,23.0,5.0,11.0,38.0,29.0,18.0,18.0,40.0,49.0,7.0,18.0,22.0,23.0,31.0,37.0,32.0,17.0,21.0,39.0,16.0,21.0,38.0,3.0
14,35.0,28.0,65.0,32.0,78.0,10.0,64.0,1.0,49.0,5.0,1.0,38.0,53.0,16.0,42.0,10.0,40.0,3.0,11.0,25.0,34.0,34.0,34.0,21.0,55.0,5.0,103.0,55.0,50.0,16.0,50.0,28.0,31.0,5.0,8.0,12.0,62.0,45.0,57.0,30.0,73.0,53.0,25.0,62.0,35.0,27.0,27.0,44.0,45.0,39.0,66.0,84.0,32.0,50.0,29.0,33.0,12.0,56.0,63.0,58.0,31.0,27.0,7.0,32.0,66.0,4.0,2.0,54.0,29.0,0.0,3.0,26.0,22.0,9.0,63.0,74.0,17.0,1.0,31.0,15.0,24.0,72.0,68.0,36.0,54.0,18.0,59.0,12.0,25.0,56.0,28.0,51.0,23.0,27.0,84.0,64.0,25.0,54.0,29.0,16.0,52.0,7.0,56.0,53.0,41.0,48.0,46.0,26.0,41.0,27.0,28.0,13.0,38.0,26.0,23.0,52.0,51.0,6.0,32.0,10.0,52.0,22.0,43.0,0.0,23.0,81.0,34.0,68.0,24.0,26.0,54.0,61.0,71.0,25.0,10.0,36.0,16.0,49.0,35.0,2.0,57.0,66.0,24.0,19.0,32.0,48.0,34.0,6.0,0.0,4.0,20.0,59.0,42.0,23.0,13.0,44.0,17.0,31.0,48.0,53.0,41.0,56.0,57.0,57.0,33.0,46.0,59.0,36.0,36.0,20.0,46.0,49.0,51.0,5.0,29.0,44.0,58.0,28.0,52.0,41.0,24.0,46.0,32.0,44.0,16.0,16.0,35.0,41.0,62.0,53.0,44.0,9.0,2.0,38.0,66.0,3.0,32.0,20.0,49.0,23.0,21.0,21.0,46.0,0.0,27.0,42.0,32.0,54.0,33.0,32.0,24.0,26.0,2.0,46.0,25.0,4.0,37.0,14.0,48.0,58.0,24.0,29.0,49.0,47.0,42.0,37.0,67.0,31.0,26.0,21.0,32.0,51.0,12.0,50.0,0.0,60.0,59.0,51.0,15.0,27.0,35.0,52.0,32.0,43.0,48.0,57.0,9.0,31.0,29.0,48.0,60.0,64.0,32.0,26.0,53.0,47.0,19.0,31.0,43.0,22.0
15,47.0,36.0,57.0,41.0,85.0,24.0,51.0,2.0,34.0,5.0,7.0,25.0,36.0,19.0,38.0,9.0,42.0,3.0,6.0,24.0,30.0,46.0,24.0,16.0,33.0,14.0,120.0,41.0,32.0,6.0,35.0,38.0,31.0,50.0,9.0,10.0,44.0,46.0,51.0,24.0,59.0,46.0,26.0,72.0,36.0,27.0,44.0,46.0,52.0,39.0,74.0,69.0,33.0,54.0,43.0,24.0,14.0,72.0,66.0,69.0,42.0,50.0,8.0,45.0,75.0,10.0,1.0,69.0,25.0,1.0,9.0,35.0,25.0,10.0,50.0,61.0,16.0,3.0,34.0,10.0,19.0,84.0,50.0,44.0,59.0,35.0,50.0,5.0,17.0,61.0,26.0,59.0,21.0,19.0,76.0,92.0,21.0,59.0,21.0,26.0,53.0,20.0,68.0,65.0,41.0,49.0,42.0,19.0,36.0,25.0,31.0,14.0,57.0,26.0,13.0,59.0,47.0,6.0,24.0,8.0,62.0,25.0,36.0,0.0,15.0,104.0,29.0,63.0,29.0,19.0,42.0,47.0,58.0,23.0,12.0,32.0,20.0,57.0,39.0,4.0,47.0,56.0,32.0,17.0,34.0,45.0,36.0,8.0,0.0,6.0,22.0,68.0,40.0,26.0,17.0,49.0,22.0,28.0,48.0,33.0,35.0,48.0,52.0,52.0,19.0,48.0,54.0,45.0,8.0,16.0,38.0,37.0,45.0,1.0,33.0,34.0,39.0,31.0,55.0,26.0,41.0,27.0,39.0,44.0,9.0,27.0,8.0,52.0,56.0,48.0,41.0,10.0,6.0,46.0,49.0,6.0,31.0,21.0,59.0,29.0,33.0,13.0,58.0,2.0,26.0,49.0,31.0,32.0,25.0,27.0,28.0,26.0,1.0,42.0,30.0,8.0,28.0,8.0,46.0,65.0,27.0,27.0,47.0,41.0,44.0,37.0,73.0,38.0,44.0,22.0,31.0,61.0,6.0,59.0,7.0,47.0,69.0,51.0,19.0,33.0,48.0,48.0,43.0,26.0,30.0,48.0,11.0,30.0,33.0,43.0,50.0,51.0,43.0,18.0,43.0,54.0,21.0,41.0,40.0,10.0
16,40.0,19.0,68.0,32.0,72.0,22.0,66.0,0.0,40.0,1.0,5.0,35.0,48.0,19.0,41.0,8.0,35.0,2.0,10.0,31.0,23.0,48.0,24.0,20.0,34.0,13.0,86.0,53.0,35.0,3.0,31.0,27.0,26.0,49.0,16.0,17.0,64.0,38.0,39.0,23.0,71.0,64.0,21.0,64.0,40.0,25.0,32.0,49.0,43.0,44.0,73.0,73.0,41.0,37.0,41.0,31.0,12.0,62.0,47.0,92.0,33.0,37.0,8.0,49.0,62.0,4.0,0.0,61.0,26.0,2.0,3.0,29.0,35.0,5.0,69.0,74.0,21.0,4.0,43.0,12.0,19.0,75.0,67.0,77.0,69.0,28.0,51.0,3.0,21.0,56.0,31.0,46.0,23.0,22.0,63.0,58.0,18.0,61.0,31.0,18.0,51.0,8.0,87.0,72.0,51.0,75.0,41.0,22.0,46.0,32.0,34.0,19.0,52.0,21.0,16.0,60.0,49.0,1.0,21.0,2.0,63.0,19.0,39.0,0.0,28.0,115.0,42.0,56.0,28.0,32.0,55.0,55.0,65.0,21.0,24.0,36.0,18.0,61.0,46.0,5.0,65.0,81.0,20.0,24.0,27.0,47.0,42.0,9.0,0.0,6.0,18.0,55.0,46.0,25.0,14.0,47.0,17.0,26.0,55.0,40.0,45.0,50.0,56.0,64.0,22.0,53.0,58.0,50.0,21.0,5.0,38.0,49.0,48.0,2.0,24.0,42.0,38.0,35.0,59.0,29.0,39.0,26.0,28.0,48.0,3.0,28.0,0.0,40.0,68.0,59.0,31.0,13.0,4.0,50.0,49.0,1.0,32.0,23.0,70.0,24.0,34.0,12.0,56.0,0.0,27.0,53.0,33.0,38.0,25.0,27.0,23.0,23.0,1.0,48.0,22.0,2.0,33.0,6.0,43.0,55.0,30.0,36.0,41.0,72.0,39.0,44.0,82.0,36.0,45.0,24.0,28.0,59.0,11.0,68.0,21.0,66.0,68.0,46.0,9.0,36.0,32.0,53.0,28.0,19.0,17.0,43.0,14.0,37.0,35.0,46.0,56.0,54.0,39.0,21.0,45.0,53.0,29.0,32.0,37.0,12.0
17,39.0,46.0,69.0,49.0,72.0,20.0,56.0,1.0,43.0,10.0,10.0,29.0,40.0,17.0,46.0,10.0,30.0,2.0,5.0,21.0,27.0,33.0,31.0,12.0,29.0,7.0,92.0,43.0,28.0,19.0,38.0,43.0,30.0,42.0,25.0,22.0,62.0,38.0,45.0,24.0,70.0,66.0,26.0,61.0,44.0,22.0,28.0,50.0,58.0,45.0,75.0,81.0,32.0,28.0,26.0,26.0,21.0,63.0,48.0,65.0,31.0,36.0,7.0,42.0,63.0,20.0,1.0,53.0,20.0,1.0,4.0,40.0,21.0,5.0,66.0,78.0,27.0,0.0,34.0,11.0,18.0,89.0,58.0,57.0,58.0,19.0,57.0,1.0,21.0,69.0,30.0,48.0,23.0,20.0,59.0,52.0,17.0,61.0,27.0,12.0,58.0,10.0,70.0,69.0,39.0,66.0,36.0,21.0,50.0,40.0,43.0,12.0,57.0,17.0,16.0,53.0,55.0,9.0,20.0,10.0,72.0,19.0,34.0,0.0,45.0,106.0,30.0,46.0,34.0,37.0,45.0,59.0,57.0,22.0,10.0,31.0,18.0,48.0,42.0,6.0,62.0,66.0,30.0,22.0,22.0,54.0,41.0,5.0,0.0,7.0,21.0,76.0,37.0,24.0,16.0,39.0,23.0,41.0,45.0,50.0,34.0,53.0,61.0,89.0,49.0,49.0,53.0,24.0,28.0,11.0,43.0,54.0,51.0,1.0,22.0,44.0,46.0,35.0,71.0,30.0,45.0,27.0,28.0,64.0,15.0,19.0,19.0,52.0,65.0,63.0,44.0,10.0,3.0,60.0,48.0,2.0,28.0,27.0,37.0,39.0,24.0,9.0,57.0,1.0,21.0,40.0,41.0,33.0,28.0,24.0,27.0,20.0,3.0,50.0,19.0,2.0,26.0,12.0,45.0,57.0,23.0,49.0,57.0,62.0,39.0,49.0,69.0,37.0,34.0,36.0,35.0,67.0,10.0,57.0,6.0,64.0,75.0,45.0,15.0,47.0,34.0,48.0,34.0,35.0,42.0,53.0,26.0,28.0,40.0,48.0,74.0,68.0,46.0,19.0,50.0,56.0,24.0,25.0,45.0,8.0
18,40.0,33.0,62.0,27.0,105.0,12.0,38.0,1.0,33.0,22.0,4.0,35.0,48.0,15.0,46.0,10.0,32.0,2.0,5.0,14.0,12.0,40.0,30.0,15.0,36.0,16.0,91.0,34.0,41.0,11.0,44.0,20.0,30.0,23.0,8.0,9.0,69.0,27.0,41.0,28.0,65.0,57.0,18.0,51.0,32.0,28.0,34.0,55.0,51.0,35.0,77.0,55.0,41.0,54.0,25.0,26.0,14.0,47.0,52.0,54.0,34.0,61.0,5.0,37.0,71.0,3.0,0.0,46.0,18.0,0.0,3.0,41.0,18.0,2.0,65.0,77.0,19.0,0.0,45.0,12.0,15.0,52.0,44.0,42.0,49.0,16.0,52.0,4.0,23.0,56.0,22.0,67.0,16.0,17.0,70.0,42.0,19.0,57.0,33.0,14.0,45.0,12.0,81.0,83.0,26.0,58.0,31.0,29.0,56.0,27.0,24.0,12.0,38.0,16.0,16.0,48.0,40.0,1.0,12.0,3.0,58.0,11.0,37.0,0.0,42.0,47.0,27.0,25.0,27.0,34.0,46.0,47.0,51.0,27.0,8.0,39.0,18.0,51.0,17.0,4.0,65.0,51.0,14.0,21.0,36.0,58.0,41.0,3.0,0.0,3.0,26.0,67.0,43.0,16.0,12.0,47.0,9.0,28.0,40.0,23.0,40.0,61.0,48.0,88.0,37.0,40.0,55.0,41.0,37.0,17.0,49.0,12.0,32.0,1.0,35.0,35.0,46.0,28.0,51.0,38.0,25.0,38.0,23.0,46.0,11.0,17.0,41.0,40.0,53.0,45.0,49.0,5.0,5.0,41.0,40.0,4.0,25.0,27.0,59.0,21.0,25.0,8.0,39.0,2.0,26.0,42.0,44.0,29.0,23.0,33.0,34.0,20.0,1.0,50.0,16.0,1.0,30.0,5.0,52.0,51.0,29.0,47.0,34.0,46.0,47.0,49.0,59.0,27.0,6.0,30.0,29.0,51.0,10.0,50.0,9.0,68.0,72.0,33.0,13.0,53.0,34.0,45.0,21.0,27.0,44.0,41.0,53.0,41.0,39.0,48.0,42.0,56.0,34.0,17.0,18.0,61.0,18.0,25.0,61.0,20.0
19,32.0,20.0,57.0,31.0,46.0,18.0,27.0,1.0,21.0,18.0,2.0,18.0,50.0,4.0,38.0,12.0,21.0,1.0,3.0,12.0,5.0,9.0,21.0,28.0,29.0,7.0,58.0,31.0,36.0,2.0,24.0,25.0,22.0,21.0,14.0,23.0,49.0,18.0,39.0,21.0,38.0,46.0,19.0,36.0,22.0,25.0,25.0,32.0,33.0,37.0,55.0,33.0,31.0,22.0,8.0,21.0,8.0,56.0,41.0,51.0,23.0,38.0,5.0,20.0,55.0,2.0,0.0,39.0,15.0,1.0,0.0,27.0,10.0,1.0,39.0,60.0,5.0,0.0,33.0,17.0,16.0,57.0,60.0,30.0,51.0,20.0,54.0,0.0,15.0,40.0,25.0,72.0,13.0,12.0,66.0,30.0,12.0,44.0,17.0,10.0,37.0,11.0,61.0,55.0,20.0,33.0,28.0,22.0,41.0,13.0,18.0,9.0,36.0,14.0,6.0,29.0,33.0,0.0,7.0,0.0,52.0,2.0,42.0,0.0,24.0,19.0,21.0,3.0,22.0,24.0,34.0,52.0,36.0,14.0,11.0,25.0,16.0,31.0,7.0,0.0,48.0,46.0,9.0,16.0,24.0,41.0,26.0,2.0,0.0,3.0,15.0,39.0,25.0,11.0,15.0,28.0,23.0,31.0,31.0,1.0,25.0,29.0,29.0,59.0,27.0,41.0,37.0,28.0,19.0,8.0,22.0,0.0,16.0,0.0,17.0,23.0,39.0,17.0,40.0,25.0,9.0,31.0,14.0,50.0,5.0,21.0,36.0,39.0,39.0,33.0,29.0,5.0,0.0,28.0,37.0,3.0,15.0,16.0,42.0,20.0,15.0,3.0,51.0,2.0,17.0,29.0,30.0,14.0,25.0,30.0,10.0,16.0,2.0,37.0,13.0,1.0,18.0,4.0,44.0,19.0,13.0,30.0,23.0,23.0,42.0,31.0,30.0,12.0,13.0,14.0,23.0,37.0,3.0,35.0,5.0,40.0,68.0,32.0,7.0,18.0,23.0,43.0,12.0,17.0,23.0,26.0,41.0,23.0,28.0,33.0,28.0,32.0,30.0,12.0,12.0,56.0,18.0,15.0,46.0,14.0
20,29.0,16.0,63.0,30.0,42.0,15.0,33.0,3.0,25.0,27.0,3.0,22.0,28.0,15.0,34.0,5.0,33.0,3.0,5.0,18.0,17.0,22.0,18.0,22.0,25.0,8.0,61.0,32.0,47.0,4.0,27.0,23.0,23.0,16.0,15.0,18.0,67.0,18.0,49.0,16.0,51.0,40.0,20.0,57.0,38.0,32.0,23.0,51.0,26.0,33.0,60.0,42.0,30.0,38.0,18.0,20.0,14.0,53.0,27.0,55.0,30.0,22.0,2.0,30.0,52.0,1.0,0.0,41.0,18.0,4.0,2.0,23.0,9.0,3.0,60.0,46.0,12.0,0.0,23.0,8.0,25.0,64.0,49.0,36.0,54.0,11.0,43.0,1.0,21.0,46.0,24.0,63.0,21.0,10.0,67.0,50.0,20.0,39.0,19.0,9.0,48.0,11.0,59.0,63.0,36.0,45.0,29.0,27.0,38.0,20.0,18.0,5.0,33.0,13.0,11.0,41.0,36.0,4.0,21.0,10.0,62.0,11.0,42.0,0.0,32.0,67.0,30.0,32.0,23.0,24.0,34.0,47.0,53.0,20.0,6.0,29.0,13.0,56.0,14.0,0.0,51.0,49.0,14.0,13.0,22.0,41.0,23.0,7.0,0.0,2.0,10.0,42.0,41.0,18.0,12.0,52.0,17.0,31.0,29.0,15.0,38.0,44.0,34.0,66.0,20.0,43.0,56.0,32.0,26.0,12.0,24.0,28.0,10.0,4.0,30.0,35.0,38.0,20.0,38.0,29.0,24.0,35.0,14.0,44.0,9.0,14.0,28.0,38.0,36.0,40.0,39.0,5.0,1.0,46.0,35.0,2.0,23.0,20.0,32.0,29.0,25.0,8.0,35.0,2.0,20.0,43.0,31.0,34.0,20.0,8.0,23.0,20.0,2.0,27.0,20.0,3.0,31.0,5.0,40.0,35.0,27.0,23.0,30.0,45.0,37.0,40.0,57.0,32.0,16.0,18.0,25.0,54.0,4.0,39.0,6.0,43.0,51.0,23.0,4.0,32.0,41.0,42.0,19.0,17.0,22.0,33.0,39.0,28.0,24.0,33.0,57.0,27.0,29.0,19.0,21.0,47.0,12.0,19.0,44.0,22.0
21,43.0,21.0,52.0,30.0,70.0,16.0,59.0,0.0,43.0,37.0,3.0,31.0,43.0,17.0,44.0,11.0,43.0,7.0,9.0,19.0,34.0,24.0,22.0,14.0,21.0,14.0,102.0,30.0,35.0,5.0,34.0,30.0,35.0,38.0,11.0,14.0,36.0,30.0,54.0,25.0,67.0,53.0,22.0,67.0,25.0,25.0,27.0,39.0,33.0,47.0,58.0,61.0,48.0,45.0,19.0,27.0,6.0,57.0,35.0,64.0,28.0,44.0,7.0,58.0,53.0,6.0,0.0,48.0,19.0,2.0,2.0,32.0,31.0,9.0,75.0,52.0,15.0,1.0,23.0,14.0,21.0,69.0,63.0,44.0,53.0,22.0,39.0,5.0,16.0,54.0,28.0,42.0,16.0,21.0,65.0,57.0,15.0,55.0,29.0,11.0,42.0,13.0,85.0,61.0,26.0,68.0,33.0,14.0,29.0,24.0,16.0,16.0,55.0,41.0,14.0,46.0,44.0,2.0,24.0,9.0,48.0,27.0,42.0,0.0,30.0,84.0,33.0,42.0,24.0,28.0,50.0,44.0,49.0,18.0,24.0,35.0,18.0,50.0,37.0,4.0,44.0,66.0,15.0,19.0,19.0,57.0,46.0,9.0,0.0,4.0,9.0,37.0,31.0,27.0,20.0,41.0,17.0,30.0,39.0,37.0,44.0,48.0,39.0,71.0,20.0,44.0,32.0,36.0,23.0,13.0,40.0,36.0,49.0,5.0,32.0,34.0,59.0,42.0,50.0,35.0,39.0,26.0,35.0,36.0,18.0,17.0,52.0,39.0,32.0,42.0,35.0,3.0,5.0,42.0,44.0,2.0,32.0,22.0,45.0,30.0,33.0,13.0,39.0,3.0,24.0,35.0,27.0,28.0,19.0,23.0,23.0,20.0,0.0,48.0,27.0,3.0,41.0,4.0,36.0,76.0,30.0,34.0,52.0,59.0,41.0,36.0,53.0,24.0,29.0,26.0,35.0,46.0,7.0,39.0,18.0,56.0,62.0,30.0,10.0,53.0,32.0,53.0,33.0,16.0,32.0,25.0,31.0,40.0,25.0,31.0,52.0,32.0,25.0,20.0,47.0,39.0,19.0,22.0,43.0,8.0
