Utemp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259
0,14,25,16,17,21,23,26,25,15,26,13,22,31,15,19,14,15,25,12,15,23,21,13,38,21,12,32,14,21,10,15,16,14,42,10,15,28,24,23,23,19,23,18,17,17,30,23,16,21,22,22,19,20,41,21,17,11,23,21,36,22,20,7,15,16,15,23,14,13,14,15,21,15,12,15,27,14,13,20,12,21,33,18,18,9,21,18,10,13,15,23,21,17,16,39,34,15,18,12,17,23,13,22,22,22,22,16,17,21,23,17,14,24,16,17,16,21,13,15,17,26,21,17,1,30,41,14,36,27,18,24,13,18,16,17,24,14,21,25,21,18,22,18,16,25,25,16,25,16,15,20,23,15,20,8,17,11,17,16,17,20,21,16,32,28,34,16,27,16,21,21,28,15,9,17,16,15,23,25,12,18,18,13,21,24,13,21,15,16,15,26,12,11,24,24,13,13,12,21,16,12,16,16,12,14,24,17,13,10,14,19,22,23,33,13,13,23,7,19,22,11,18,21,21,14,17,21,22,23,28,17,20,2,16,14,23,20,14,14,25,13,22,14,38,18,16,19,20,21,22,23,22,21,17,20,21,15,19,21,34
